Id,SalePrice
834,229167.0294945937
1457,244991.8783929902
79,119055.1685423413
2302,119343.51769999202
1817,133605.92986936113
2755,247485.00373343992
359,166518.63623052777
2059,125562.84626430515
2092,243268.45061043548
2516,242745.96854980633
150,117351.99569405428
1656,150884.44851646986
83,111113.89812415173
2411,186928.2847612465
795,80671.24079265835
2312,236700.0528706719
2917,54254.06742108983
1624,173078.71470035234
2215,267916.93653978535
1211,145732.14584573644
1485,132031.23181107134
1024,154778.15738302466
570,190332.52529385922
2874,130119.77444887416
700,107303.09635749177
2756,218242.94528171822
2022,169456.08949022397
583,221023.90860505175
2392,405108.78883976967
2424,189510.46640251426
212,100128.74954242348
736,134042.79960961838
1610,183791.7436577059
890,129658.71933951533
467,165929.25071058818
578,235222.84161750277
1747,167519.91799986287
1149,168358.0663176378
2758,239950.11005066254
857,124105.88197050858
2219,281790.76253181463
733,116852.81436862616
2909,119153.42626581028
1798,261269.6808856473
235,143029.18775920093
2366,128156.55873028073
1027,135086.4247181693
1195,130497.3755501023
1303,46068.523631044634
148,172248.58879700303
608,157407.51470115499
2515,182513.87246315714
821,308551.35950762074
2500,263358.7018772422
745,117533.13733021349
741,121640.87234970916
1611,130802.43714861557
2532,125336.24938978595
1081,229533.70654063157
1692,440961.60447775736
2520,172008.3336334884
276,123480.26310987752
1992,131556.58143516962
663,45531.63100728521
418,133460.68434085918
1733,181642.83607119365
2359,138189.78092699713
253,189502.27891393853
1518,193626.6558556055
2035,134191.3742495368
2919,103579.78951531948
1540,243446.17936324273
2120,151974.99047907864
1674,190747.86357595067
256,150066.36773590773
2361,109582.01482927166
978,89496.3229032662
2280,170404.05188781166
2095,233846.2632402517
1709,340278.04835289624
2801,237045.3974106618
1246,105204.9649134984
2373,96330.60983999347
1055,271104.7841719407
2017,111820.33382209411
1099,260197.21546453232
1344,78100.41676559011
835,165843.981289113
1117,209861.3144719258
2043,102428.97143324345
2085,124472.8914912827
410,155151.78657609326
2650,106446.73823649898
2867,166333.05743111906
1668,124213.26912660451
1161,155343.39428130037
2122,165065.4900425947
2539,142186.72551375962
1047,140504.0918064059
1445,130962.88872154767
541,139892.1891584858
569,224010.01851800983
1276,119718.15143883319
918,141569.55796164786
326,172920.52805332653
1936,127333.40868670357
895,109050.47845967404
257,147215.0455700574
1241,175293.42314537228
1545,119295.32519714424
1189,167389.03328261847
270,136682.4375091348
2066,207052.67575700692
693,116497.04666151333
1259,161417.28521944775
2916,153590.7659443524
2321,300917.6466255478
1977,100205.74134583015
1895,153754.3353091511
1240,158419.1528091748
85,151886.19805485156
1823,124475.57821032628
825,312736.7173575049
110,224674.4661230695
697,111540.88216840074
2297,120652.71247723466
1231,133145.52298781773
1355,132422.6981859401
968,379896.5715845431
584,226441.9811068751
1315,124306.08987629446
1606,148113.9518192378
206,107612.94574591488
1685,376248.4701604608
2016,140441.92571256272
869,209645.7354750222
2135,126233.81697645746
2346,165638.7693330174
2430,231142.74888088362
2198,93595.60580918836
2652,116941.4202020088
27,114997.24326546623
241,178613.48855121984
906,139463.1033448758
1506,89267.49036121904
2098,362157.2071020282
1435,225643.86814939417
2213,122728.08844787875
1274,132706.72260909795
743,35522.81566946741
1737,206063.26840372616
2797,280853.6388899239
2185,85856.81712540505
58,157333.97701837332
830,193667.48241705453
808,127240.09836513487
680,152896.9490071991
1153,123333.70602295235
1291,138157.2024206489
1818,168927.196569045
2161,177809.2917522402
1883,131962.66404322436
350,348027.5689224013
2473,151609.4486900303
295,166930.18006062886
293,208512.58818286285
859,124095.70132668925
288,79961.68652375709
1578,145600.46232391958
102,186845.56097310552
2831,169400.81290012645
1030,168217.54105439316
2551,131525.8109883207
1286,156408.39310783733
958,314631.33357319393
776,128473.26523646875
72,209541.06542834616
2263,259083.669771049
1866,147396.87633934442
2876,69176.60278222564
2146,262685.7003012297
103,159429.93918612128
1500,148735.1715779916
492,181627.80535197986
167,143498.64923276904
2597,121433.01004390002
2685,112253.71994656073
1035,143589.37008550414
1220,71610.6005062079
2602,148264.4831595574
2159,216256.51336875788
695,119101.48155406685
1109,257780.802021054
640,175021.97213599316
1652,144292.1463669245
2090,196506.6713825052
1188,189611.59831084765
2345,232170.98818959665
1059,412834.78686454217
2751,234122.82735506765
128,209833.98377015002
1523,186521.6318230441
2925,160856.2769690338
2145,266616.80930701434
1121,218718.91417378944
566,318276.98196903866
565,213786.84178782557
1331,147728.88822127774
2928,136375.87026310072
156,143416.73336879778
797,165546.21778248705
327,105460.19223271703
2859,149698.8617990166
1453,116502.37833086512
1762,343864.7535632988
1868,206613.3869580224
1760,182805.55022317346
1113,265513.4226297288
1812,193277.848567902
117,152205.93233101195
1142,211262.18558051556
2342,417575.4303895239
927,136383.5575171806
2478,192919.19469269997
655,94738.37331696315
2064,121662.29250479159
369,235540.61951813774
2239,119286.60254524642
2732,220872.74442588026
1653,153914.34165380208
959,192228.48928275678
2395,368279.42068327154
1412,120418.7505480625
271,255096.12136702696
1484,134711.35259994533
1497,151562.94413269399
552,165151.2486323575
2,122174.42314562503
1855,242952.3221258766
4,267409.6317249603
2292,169158.9783959703
134,136363.81177291175
646,116121.61206146098
42,343602.5265345255
532,225042.88030951674
713,108611.9222823822
2561,127519.02259348723
2360,140194.73800097418
1333,124904.77960619825
1407,212340.98997151194
2892,291731.92161355447
574,218033.0689671455
1227,188722.53213001904
2591,231896.9591311957
1476,204748.60761799852
1125,287376.2520365291
1446,125159.19363216672
408,109736.60208517028
1101,291613.5079290794
2251,193506.57943602485
373,181888.4415347036
2554,120075.6820622375
2382,264341.03700666607
1985,78758.95418924998
519,214461.05307950402
1093,192409.85164480202
864,263333.87628493796
2889,149439.7682206971
2308,193757.37094283194
986,155885.2566992487
1302,148829.97496374996
585,143696.79013445825
2708,154937.45773949966
147,136747.6005725667
1441,234081.82438029838
383,175360.61985622754
285,169415.4307960168
181,111857.86635488723
358,158264.21905085884
780,148633.26192930993
258,193676.44411355976
1865,188254.47831774878
692,127786.94127191797
2902,324241.27475123975
508,269666.74646549247
2638,116985.18263382705
36,155092.43441882156
611,172934.29088694238
2281,127787.29039640405
1678,118421.09872163893
1696,454479.05324608245
1557,94071.96732177267
2180,162130.10304699402
1726,215895.94440144883
951,137193.924404838
267,235952.1796748101
2706,143403.61141989604
2221,228254.05697403068
1357,156023.97125267636
2901,308345.79992139235
347,172000.6900533639
2164,186204.50272401667
1586,304163.3004154222
360,157040.49029633944
1769,233221.33639275376
2617,152049.8006736241
1879,154288.0345053397
991,219876.02421665424
1535,124299.49967426577
1191,154247.52863339204
1579,194576.65667549786
1882,144874.4959734995
1510,133883.75797803677
2196,118649.67198843058
1845,174415.44157141508
2336,439151.6969604326
942,85325.76717207141
861,132770.78276925592
2555,111971.00407650786
1392,149627.94566959303
2099,268810.7374839897
1543,114188.53371936288
948,259529.2845551994
1239,157035.45533738154
22,176887.4800875159
2796,228779.1905275025
2747,175641.824973642
92,282449.3765365866
210,171754.09027355898
1858,216461.7842577124
2228,184455.20254536066
447,214041.3854972509
827,235416.0966862003
1649,192050.15629758444
682,128471.44292102894
2698,108420.5151945832
494,153548.15536757605
214,99428.57456758125
2441,259905.22686086298
2679,91887.49139106882
1336,125022.37226767495
465,168857.47883785475
1524,136366.8636918826
2543,116336.91401818595
631,124215.02727142946
2452,316956.0220675062
228,150275.21665736113
126,145381.51766144985
1092,210045.11096839057
1122,199803.86204244872
932,203533.64744666015
1980,94712.05373671459
2171,116683.58925112797
551,145826.52146651177
2768,175360.27871086105
2056,126069.48540072903
1159,322965.73855976685
2645,126473.45216876408
1174,163093.2019051786
2266,214651.42112080747
2462,423332.9846068677
1219,148029.0948409932
2922,178324.93828389092
118,139096.90805192263
474,172577.15880952784
2576,145900.48689815807
872,278500.17085809377
1077,218637.751859684
1536,137776.0891632625
1150,122664.82967068792
2341,302005.92119715223
1931,126708.89037564376
2785,132446.02026616735
2538,132291.9990374962
597,204939.623975821
464,189611.72211617176
233,214505.53852383705
2169,130816.48846751051
2123,156979.3116327728
1867,159560.41958693787
137,238454.95374565868
515,218951.91173852526
933,110345.59356286445
2784,157050.71881169835
972,161756.61024970992
599,163832.65166948969
2614,121281.67491953708
2582,144708.5688834291
1409,162845.8196404522
175,95524.19098962544
352,224170.4510425872
976,93608.62466814963
2134,188076.07728147123
984,122619.74672356126
2396,378647.00561816583
1673,147404.34755661542
404,116686.30408553325
607,162302.13186479438
814,182765.25247843016
868,195308.17359840963
2271,198241.6487962781
1633,250840.19386758603
337,202343.13008735512
2765,148099.2699239983
1746,247383.22050010358
368,348976.7505545567
2806,201253.90406258655
1662,179863.96587262666
1234,215985.0621009222
1373,142313.48075594188
1672,111383.77452672974
1939,124338.8638670209
